followers,following,public_repos,public_gists,account_created_at,account_age_days,bio_length,hireable,site_admin,type,popularity_score,follower_following_ratio,influence_score,total_projects,project_density,repo_gist_ratio,experience_score,repos_per_year,has_bio,has_company,has_location,profile_completeness,engagement_index,productivity_proxy,influence_density
24,6,18,0,2008-09-24 21:52:38+00:00,6344,0,0,0,User,3.218875825,3.428571429,18.6,18,0.002836879,18,8.75542238,0.979281562,0,0,0,0,42,157.5976028,1.263157895
4,0,4,1,2018-07-20 07:20:45+00:00,2759,0,0,0,User,1.609437912,4,2.8,5,0.001811594,2,7.922985959,0.467349552,0,0,0,0,8,31.69194383,0.8
29,0,24,12,2013-04-05 19:41:54+00:00,4690,38,1,0,User,3.401197382,29,20.3,36,0.00767427,1.846153846,8.453401058,1.732937685,1,0,1,3,83,202.8816254,1.16
2,0,2,5,2016-09-01 17:43:02+00:00,3445,0,0,0,User,1.098612289,2,1.4,7,0.002031341,0.333333333,8.144969417,0.19160105,0,0,0,0,4,16.28993883,0.666666667
15,3,5,2,2016-12-12 18:25:32+00:00,3343,54,0,0,User,2.772588722,3.75,11.4,7,0.002093301,1.666666667,8.114922974,0.492179072,1,1,0,2,40,40.57461487,2.5
11,2,14,0,2015-11-24 18:24:39+00:00,3727,160,0,0,User,2.48490665,3.666666667,8.3,14,0.003755365,14,8.223627176,1.248778104,1,0,1,2,45,115.1307805,0.733333333
0,0,5,0,2013-06-25 16:34:52+00:00,4610,0,0,0,User,0,0,0,5,0.001084363,5,8.436200032,0.366834171,0,0,0,0,5,42.18100016,0
108,334,172,97,2012-01-18 20:15:33+00:00,5133,39,1,0,User,4.691347882,0.32238806,175.8,269,0.052395793,1.755102041,8.543640361,11.41869771,1,1,0,3,310,1469.506142,0.624277457
2,0,8,0,2017-11-09 12:46:16+00:00,3012,43,0,0,User,1.098612289,2,1.4,8,0.002655161,8,8.010691539,0.864672786,1,0,1,2,30,64.08553231,0.222222222
6,0,7,0,2012-06-13 09:47:15+00:00,4987,0,0,0,User,1.945910149,6,4.2,7,0.001403368,7,8.514790307,0.477391629,0,0,0,0,13,59.60353215,0.75
195,75,65,11,2012-01-30 06:31:46+00:00,5122,31,0,0,User,5.278114659,2.565789474,159,76,0.014835058,5.416666667,8.541495484,4.323856388,1,1,0,2,280,555.1972065,2.954545455
32,23,10,0,2016-06-14 10:06:31+00:00,3525,0,0,0,User,3.496507561,1.333333333,29.3,10,0.002836075,10,8.167919363,0.938303342,0,1,0,1,52,81.67919363,2.909090909
0,1,11,0,2016-12-09 20:24:48+00:00,3346,0,0,0,User,0,0,0.3,11,0.003286525,11,8.115819701,1.08191862,0,0,1,1,21,89.27401671,0
27,0,20,1,2011-11-04 08:59:12+00:00,5209,0,0,0,User,3.33220451,27,18.9,21,0.00403071,10,8.558335135,1.309651956,0,0,0,0,47,171.1667027,1.285714286
10,1,19,10,2013-01-04 12:55:10+00:00,4782,0,0,0,User,2.397895273,5,7.3,29,0.00606314,1.727272727,8.472823244,1.347386827,0,1,1,2,49,160.9836416,0.5
16,1,32,4,2011-10-13 17:28:53+00:00,5230,0,0,0,User,2.833213344,8,11.5,36,0.006882049,6.4,8.562357743,2.087578195,0,0,1,1,58,273.9954478,0.484848485
38,4,168,39,2009-02-27 20:54:06+00:00,6188,0,0,0,User,3.663561646,7.6,27.8,207,0.033446437,4.2,8.730528802,9.357546162,0,0,1,1,216,1466.728839,0.224852071
91,14,46,14,2010-05-02 15:08:31+00:00,5760,24,1,0,User,4.521788577,6.066666667,67.9,60,0.010414859,3.066666667,8.65886635,2.74122449,1,1,1,4,177,398.3078521,1.936170213
2093,67,274,46,2010-12-02 17:55:50+00:00,5545,110,1,0,User,7.646831391,30.77941176,1485.2,320,0.057699243,5.829787234,8.620832226,16.92216582,1,0,1,3,2397,2362.10803,7.610909091
1,0,23,4,2011-10-06 16:07:31+00:00,5238,0,0,0,User,0.693147181,1,0.7,27,0.005153655,4.6,8.563885919,1.49830448,0,0,0,0,24,196.9693761,0.041666667
39,35,56,3,2011-04-14 12:46:33+00:00,5413,0,0,0,User,3.688879454,1.083333333,37.8,59,0.010897673,14,8.59674347,3.537556248,0,1,1,2,115,481.4176343,0.684210526
2,2,22,0,2012-05-02 16:22:07+00:00,5029,0,0,0,User,1.098612289,0.666666667,2,22,0.004373757,22,8.523175263,1.488691138,0,1,1,2,44,187.5098558,0.086956522
21,0,42,56,2012-08-29 20:07:56+00:00,4909,27,0,0,User,3.091042453,21,14.7,98,0.019959267,0.736842105,8.499029221,2.906712173,1,1,1,3,93,356.9592273,0.488372093
74,0,37,2,2012-01-24 16:14:14+00:00,5128,0,0,0,User,4.317488114,74,51.8,39,0.007603821,12.33333333,8.542665987,2.458583652,0,0,1,1,121,316.0786415,1.947368421
115,18,142,48,2010-07-06 16:22:58+00:00,5695,0,0,0,User,4.753590191,6.052631579,85.9,190,0.033356742,2.897959184,8.647519453,8.552805281,0,1,1,2,277,1227.947762,0.804195804
1788,620,158,45,2009-05-10 13:35:16+00:00,6117,71,1,0,User,7.489412084,2.879227053,1437.6,203,0.033180778,3.434782609,8.718990525,8.896945387,1,1,1,4,1986,1377.600503,11.24528302
50,122,143,5,2011-01-08 03:11:37+00:00,5509,0,0,0,User,3.931825633,0.406504065,71.6,148,0.026860254,23.83333333,8.614319902,8.88576779,0,0,0,0,193,1231.847746,0.347222222
7,0,13,1,2015-03-05 07:31:16+00:00,3992,0,0,0,User,2.079441542,7,4.9,14,0.003506136,6.5,8.292298107,1.0890521,0,0,1,1,30,107.7998754,0.5
6,14,37,14,2012-07-17 02:57:18+00:00,4953,50,0,0,User,1.945910149,0.4,8.4,51,0.010294711,2.466666667,8.50795061,2.53948853,1,0,1,2,63,314.7941726,0.157894737
190,114,189,20,2008-04-16 20:18:09+00:00,6505,32,0,0,User,5.252273428,1.652173913,167.2,209,0.032124193,9,8.780480107,10.04148472,1,1,1,3,409,1659.51074,1
95,65,127,7,2012-06-26 00:07:12+00:00,4974,0,0,0,User,4.564348191,1.439393939,86,134,0.026934673,15.875,8.51218065,8.682337516,0,1,1,2,242,1081.046942,0.7421875
49,6,138,13,2010-12-10 14:50:36+00:00,5538,32,0,0,User,3.912023005,7,36.1,151,0.027261238,9.857142857,8.619569258,8.532949348,1,1,1,3,217,1189.500558,0.352517986
305,32,16,2,2011-09-29 15:36:24+00:00,5245,68,0,0,User,5.723585102,9.242424242,223.1,18,0.003431186,5.333333333,8.56522116,1.040998217,1,1,1,3,351,137.0435386,17.94117647
5,0,0,7,2014-05-20 18:54:14+00:00,4280,44,0,0,User,1.791759469,5,3.5,7,0.001635132,0,8.361941906,0,1,0,0,1,15,0,5
72,178,237,39,2010-10-29 16:39:04+00:00,5580,31,1,0,User,4.290459441,0.402234637,103.8,276,0.049453503,5.925,8.627123251,14.5508831,1,1,1,4,349,2044.62821,0.302521008
30,0,16,0,2014-03-06 05:22:29+00:00,4356,0,0,0,User,3.433987204,30,21,16,0.003672252,16,8.379539026,1.237026054,0,0,0,0,46,134.0726244,1.764705882
2641,11,9,4,2011-02-14 15:06:32+00:00,5472,0,0,0,User,7.879291485,220.0833333,1852,13,0.002375297,1.8,8.607582191,0.562789104,0,0,1,1,2660,77.46823972,264.1
438,0,89,43,2014-09-22 21:52:16+00:00,4155,34,0,0,User,6.084499413,438,306.6,132,0.031761309,2.022727273,8.332308352,7.186946903,1,1,0,2,547,741.5754433,4.866666667
3,1,0,0,2016-08-10 16:36:03+00:00,3468,0,0,0,User,1.386294361,1.5,2.4,0,0,0,8.151621647,0,0,0,0,0,3,0,3
786,0,48,2,2013-05-16 18:59:16+00:00,4649,0,0,0,User,6.668228248,786,550.2,50,0.010752688,16,8.444622499,3.494216195,0,1,1,2,854,405.3418799,16.04081633
0,0,0,0,2020-12-07 03:29:36+00:00,1888,0,0,0,User,0,0,0,0,0,0,7.543802868,0,0,0,0,0,0,0,0
9,6,37,2,2014-01-03 21:40:45+00:00,4417,0,0,0,User,2.302585093,1.285714286,8.1,39,0.008827524,12.33333333,8.393442384,2.824132162,0,1,1,2,66,310.5573682,0.236842105
0,0,0,0,2015-04-10 14:47:47+00:00,3956,0,0,0,User,0,0,0,0,0,0,8.283241441,0,0,0,0,0,0,0,0
0,0,2,0,2020-04-04 01:28:56+00:00,2135,0,0,0,User,0,0,0,2,0.00093633,2,7.6666902,0.292,0,0,0,0,2,15.3333804,0
4,0,90,3,2019-11-06 21:52:37+00:00,2284,0,0,0,User,1.609437912,4,2.8,93,0.040700219,22.5,7.734121303,12.400906,0,1,1,2,114,696.0709173,0.043956044
3,0,0,0,2025-07-28 17:45:53+00:00,193,0,0,0,User,1.386294361,3,2.1,0,0,0,5.267858159,0,0,0,0,0,3,0,3
217,79,275,74,2008-09-06 12:48:58+00:00,6363,148,0,0,User,5.384495063,2.7125,175.6,349,0.054839723,3.666666667,8.758412389,14.91899524,1,1,1,3,522,2408.563407,0.786231884
8,4,10,0,2015-08-29 19:15:57+00:00,3814,14,0,0,User,2.197224577,1.6,6.8,10,0.002621232,10,8.246695944,0.873414693,1,0,0,1,28,82.46695944,0.727272727
4,1,18,0,2011-11-21 07:56:31+00:00,5192,0,0,0,User,1.609437912,2,3.1,18,0.003466205,18,8.555066844,1.182292604,0,0,0,0,22,153.9912032,0.210526316
224,0,0,0,2016-04-11 16:59:48+00:00,3589,36,0,0,User,5.416100402,224,156.8,0,0,0,8.185907481,0,1,1,1,3,254,0,224
2929,301,1060,450,2008-03-05 17:26:18+00:00,6547,106,0,0,User,7.982757702,9.698675497,2140.6,1510,0.230604765,2.350332594,8.786914938,55.97511574,1,1,1,3,4019,9314.129835,2.760603205
318,2,51,1,2014-03-03 19:00:13+00:00,4358,0,0,0,User,5.765191103,106,223.2,52,0.011929342,25.5,8.379997952,3.941350836,0,0,1,1,379,427.3798956,6.115384615
3872,10,109,5,2012-07-24 19:05:37+00:00,4945,117,0,0,User,8.26178468,352,2713.4,114,0.023048928,18.16666667,8.506334448,7.492467043,1,1,1,3,4011,927.1904548,35.2
773,0,44,61,2009-04-04 06:05:14+00:00,6153,0,0,0,User,6.651571874,773,541.1,105,0.017062073,0.709677419,8.724857556,2.463945996,0,0,1,1,827,383.8937325,17.17777778
27,1,56,1,2015-08-27 18:22:30+00:00,3816,1,0,0,User,3.33220451,13.5,19.2,57,0.014933194,28,8.247220053,4.888782588,1,0,0,1,93,461.844323,0.473684211
71,52,69,670,2016-11-19 12:45:51+00:00,3367,0,0,0,User,4.276666119,1.339622642,65.3,739,0.219418052,0.102831595,8.122074375,6.748392283,0,0,1,1,150,560.4231319,1.014285714
17,0,26,3,2015-07-23 13:26:35+00:00,3852,0,0,0,User,2.890371758,17,11.9,29,0.007526603,6.5,8.256607345,2.250414987,0,0,0,0,43,214.671791,0.62962963
167,33,67,12,2017-09-09 14:41:01+00:00,3073,160,1,0,User,5.123963979,4.911764706,126.8,79,0.025699414,5.153846154,8.030734924,7.113147179,1,1,1,4,274,538.0592399,2.455882353
309,11,10,0,2015-05-15 15:20:04+00:00,3921,110,0,0,User,5.736572297,25.75,219.6,10,0.00254972,10,8.274357007,0.851609893,1,1,0,2,339,82.74357007,28.09090909
147,48,41,10,2013-12-04 01:00:57+00:00,4448,0,1,0,User,4.997212274,3,117.3,51,0.01146325,3.727272727,8.400434631,3.109287347,0,1,1,3,218,344.4178199,3.5
7,0,9,0,2017-09-27 08:08:56+00:00,3055,0,0,0,User,2.079441542,7,4.9,9,0.002945026,9,8.02486215,0.960526316,0,1,1,2,36,72.22375935,0.7
45,102,5,19,2017-05-10 06:28:11+00:00,3195,34,1,0,User,3.828641396,0.436893204,62.1,24,0.007509387,0.25,8.069655307,0.512640449,1,1,1,4,90,40.34827653,7.5
8,8,66,0,2016-02-10 01:38:46+00:00,3650,41,0,0,User,2.197224577,0.888888889,8,66,0.018077239,66,8.202756382,6,1,1,1,3,104,541.3819212,0.119402985
56,2,111,0,2015-06-30 14:05:09+00:00,3875,6,0,0,User,4.043051268,18.66666667,39.8,111,0.028637771,111,8.262558973,9.555424528,1,0,0,1,177,917.144046,0.5
39153,0,9,0,2015-03-22 18:42:35+00:00,3974,25,0,0,User,10.57525787,39153,27407.1,9,0.002264151,9,8.287780027,0.757086886,1,1,0,2,39182,74.59002024,3915.3
309,24,41,3,2014-04-16 11:52:39+00:00,4315,39,0,0,User,5.736572297,12.36,223.5,44,0.010194625,10.25,8.370084326,3.197649573,1,0,1,2,370,343.1734574,7.357142857
22,1,39,0,2019-01-09 22:10:32+00:00,2585,0,0,0,User,3.135494216,11,15.7,39,0.015081206,39,7.857867559,4.825423729,0,0,0,0,61,306.4568348,0.55
42,15,140,78,2019-03-21 16:30:25+00:00,2515,23,1,0,User,3.761200116,2.625,33.9,218,0.086645469,1.772151899,7.830425618,17.74305556,1,0,1,3,212,1096.259586,0.29787234
203,656,47,0,2020-04-13 15:05:07+00:00,2126,0,0,0,User,5.318119994,0.308980213,338.9,47,0.02209685,47,7.662467815,6.886792453,0,1,1,2,270,360.1359873,4.229166667
69,11,98,5,2016-04-08 13:48:09+00:00,3592,142,0,0,User,4.248495242,5.75,51.6,103,0.028666852,16.33333333,8.186742787,9.039676523,1,0,1,2,187,802.3007931,0.696969697
3,0,38,0,2013-10-24 10:34:49+00:00,4489,0,0,0,User,1.386294361,3,2.1,38,0.008463252,38,8.409607981,2.857437165,0,0,0,0,41,319.5651033,0.076923077
7,1,6,11,2015-06-25 14:33:16+00:00,3880,45,0,0,User,2.079441542,3.5,5.2,17,0.004380314,0.5,8.263848131,0.51590106,1,1,1,3,43,49.58308879,1
11,28,31,1,2014-12-02 16:09:03+00:00,4085,0,0,0,User,2.48490665,0.379310345,16.1,32,0.00783162,15.5,8.315321775,2.542696629,0,0,0,0,42,257.774975,0.34375
0,0,1,0,2019-12-10 09:20:52+00:00,2251,0,0,0,User,0,0,0,1,0.00044405,1,7.719573989,0.139525994,0,1,0,1,11,7.719573989,0
0,0,1,0,2022-01-25 09:28:38+00:00,1474,0,0,0,User,0,0,0,1,0.000677966,1,7.296413269,0.198477433,0,0,0,0,1,7.296413269,0
0,0,0,0,2025-10-27 09:45:24+00:00,103,0,0,0,User,0,0,0,0,0,0,4.644390899,0,0,0,0,0,0,0,0
341,151,107,55,2013-11-06 02:53:40+00:00,4476,20,0,0,User,5.834810737,2.243421053,284,162,0.036184945,1.910714286,8.406708458,8.067548027,1,1,1,3,478,899.517805,3.157407407
51,7,104,2,2015-03-04 05:47:58+00:00,3993,0,1,0,User,3.951243719,6.375,37.8,106,0.02653981,34.66666667,8.292548514,8.710417623,0,0,1,2,175,862.4250455,0.485714286
110,27,39,1,2014-08-31 02:14:08+00:00,4178,0,0,0,User,4.709530201,3.928571429,85.1,40,0.009571668,19.5,8.337827262,3.133392032,0,1,1,2,169,325.1752632,2.75
154,111,151,70,2012-12-05 06:42:13+00:00,4812,19,0,0,User,5.043425117,1.375,141.1,221,0.045917307,2.126760563,8.479075869,10.6461271,1,0,1,2,325,1280.340456,1.013157895
126,4,69,3,2011-01-28 03:59:37+00:00,5489,0,1,0,User,4.844187086,25.2,89.4,72,0.013114754,17.25,8.610683535,4.302186539,0,0,0,1,205,594.1371639,1.8
464,80,118,26,2015-06-21 04:02:18+00:00,3884,145,0,0,User,6.142037406,5.728395062,348.8,144,0.037065637,4.37037037,8.264878263,10.13650271,1,1,1,3,612,975.255635,3.899159664
11,0,24,0,2014-12-05 12:19:40+00:00,4082,0,0,0,User,2.48490665,11,7.7,24,0.005878031,24,8.314587291,1.969867326,0,0,0,0,35,199.550095,0.44
63,49,195,0,2015-09-29 09:26:08+00:00,3784,55,1,0,User,4.158883083,1.26,58.8,195,0.051519155,195,8.238801166,17.15473608,1,0,0,2,278,1606.566227,0.321428571
52,18,75,64,2008-05-08 13:54:26+00:00,6484,0,1,0,User,3.970291914,2.736842105,41.8,139,0.021434079,1.153846154,8.777247097,3.996933859,0,1,1,3,157,658.2935323,0.684210526
36,22,36,19,2012-12-31 14:39:36+00:00,4786,0,0,0,User,3.610917913,1.565217391,31.8,55,0.011489451,1.8,8.473659189,2.550960978,0,0,1,1,82,305.0517308,0.972972973
28,24,60,16,2014-03-22 21:20:02+00:00,4339,53,0,0,User,3.36729583,1.12,26.8,76,0.017511521,3.529411765,8.375629627,4.655612245,1,0,1,2,108,502.5377776,0.459016393
36,6,95,27,2015-09-17 12:16:09+00:00,3796,31,1,0,User,3.610917913,5.142857143,27,122,0.032130629,3.392857143,8.24196656,8.333333333,1,1,1,4,171,782.9868232,0.375
74,75,85,1,2015-11-26 15:35:34+00:00,3726,94,1,0,User,4.317488114,0.973684211,74.3,86,0.023074859,42.5,8.223358899,7.583720362,1,1,1,4,199,698.9855065,0.860465116
6,4,15,3,2011-08-10 09:37:05+00:00,5295,0,0,0,User,1.945910149,1.2,5.4,18,0.003398792,3.75,8.574707098,0.967314488,0,1,1,2,41,128.6206065,0.375
0,0,2,1,2015-06-10 11:31:58+00:00,3895,0,0,0,User,0,0,0,3,0.000770021,1,8.267705665,0.171361502,0,0,0,0,2,16.53541133,0
120,42,152,35,2015-01-04 02:02:18+00:00,4052,21,1,0,User,4.795790546,2.790697674,96.6,187,0.046138663,4.222222222,8.307212627,12.56056147,1,0,1,3,302,1262.696319,0.784313725
6,0,14,1,2009-12-01 19:38:11+00:00,5911,0,0,0,User,1.945910149,6,4.2,15,0.002537212,7,8.684739463,0.814212874,0,0,0,0,20,121.5863525,0.4
1,0,0,0,2020-03-25 09:41:11+00:00,2145,0,0,0,User,0.693147181,1,0.7,0,0,0,7.671360923,0,0,1,1,2,21,0,1
46,37,358,1,2013-03-24 16:08:40+00:00,4703,0,0,0,User,3.850147602,1.210526316,43.3,359,0.076318027,179,8.45616849,25.78334649,0,0,1,1,414,3027.308319,0.128133705
6,3,8,0,2019-09-10 22:22:42+00:00,2341,29,0,0,User,1.945910149,1.5,5.1,8,0.003415884,8,7.758760544,1.079083518,1,0,0,1,24,62.07008435,0.666666667
0,0,4,0,2017-04-13 10:28:29+00:00,3222,0,0,0,User,0,0,0,4,0.00124108,4,8.078067882,0.407025369,0,0,1,1,14,32.31227153,0
21,14,19,2,2010-02-27 05:21:53+00:00,5824,0,0,0,User,3.091042453,1.4,18.9,21,0.00360515,6.333333333,8.669914278,1.120536436,0,0,0,0,40,164.7283713,1.05
155,0,229,21,2014-12-18 06:51:13+00:00,4069,139,1,0,User,5.049856007,155,108.5,250,0.061425061,10.40909091,8.311398278,18.85092467,1,1,1,4,424,1903.310206,0.673913043
79,2,57,5,2012-07-15 22:43:51+00:00,4954,0,0,0,User,4.382026635,26.33333333,55.9,62,0.012512614,9.5,8.508152447,3.911449521,0,0,1,1,146,484.9646895,1.362068966
172,0,143,66,2009-01-23 13:07:36+00:00,6224,60,0,0,User,5.153291594,172,120.4,209,0.033574297,2.134328358,8.736328721,7.921535893,1,1,1,3,345,1249.295007,1.194444444
400,495,9,56,2009-01-08 18:56:41+00:00,6238,17,0,0,User,5.993961427,0.806451613,428.5,65,0.010418336,0.157894737,8.738575192,0.497501136,1,1,1,3,439,78.64717673,40
430,19,349,344,2008-09-22 01:43:15+00:00,6347,0,1,0,User,6.06610809,21.5,306.7,693,0.109168242,1.011594203,8.755895082,18.97869487,0,0,1,2,799,3055.807383,1.228571429
65,26,15,3,2012-09-26 05:08:53+00:00,4882,14,1,0,User,4.189654742,2.407407407,53.3,18,0.003686258,3.75,8.493515064,1.043453402,1,0,0,2,100,127.402726,4.0625
115,6,150,26,2010-11-01 04:46:16+00:00,5577,52,0,0,User,4.753590191,16.42857143,82.3,176,0.031552528,5.555555556,8.626585568,9.214069337,1,1,1,3,295,1293.987835,0.761589404
45,7,86,2,2011-07-29 20:10:03+00:00,5306,0,1,0,User,3.828641396,5.625,33.6,88,0.016581873,28.66666667,8.576781983,5.535178981,0,1,1,3,161,737.6032505,0.517241379
164,1,48,201,2010-11-26 02:02:35+00:00,5552,54,1,0,User,5.105945474,82,115.1,249,0.044840627,0.237623762,8.622093601,2.960959946,1,1,1,4,252,413.8604929,3.346938776
137,18,150,46,2011-07-30 03:54:34+00:00,5306,0,1,0,User,4.927253685,7.210526316,101.3,196,0.036932353,3.191489362,8.576781983,9.654381943,0,0,1,2,307,1286.517297,0.907284768
14,12,68,20,2013-10-31 15:04:46+00:00,4482,143,0,0,User,2.708050201,1.076923077,13.4,88,0.019629712,3.238095238,8.408047744,5.120693212,1,0,1,2,102,571.7472466,0.202898551
183,1,75,9,2011-04-16 09:11:19+00:00,5411,0,0,0,User,5.214935758,91.5,128.4,84,0.015521064,7.5,8.596373989,4.739439058,0,1,0,1,268,644.7280492,2.407894737
17,8,14,5,2012-03-22 23:24:12+00:00,5069,0,1,0,User,2.890371758,1.888888889,14.3,19,0.003747535,2.333333333,8.531096097,0.940375414,0,0,1,2,51,119.4353454,1.133333333
1,2,5,0,2014-09-18 23:05:37+00:00,4159,0,0,0,User,0.693147181,0.333333333,1.3,5,0.001201923,5,8.333270353,0.403404067,0,1,0,1,16,41.66635177,0.166666667
18,0,8,6,2010-08-24 19:10:39+00:00,5645,0,0,0,User,2.944438979,18,12.6,14,0.002479632,1.142857143,8.638702609,0.485856905,0,0,1,1,36,69.10962087,2
1,1,3,0,2011-08-25 11:11:41+00:00,5280,88,1,0,User,0.693147181,0.5,1,3,0.000568074,3,8.571870753,0.193976971,1,1,1,4,44,25.71561226,0.25
0,0,3,0,2012-11-20 12:57:54+00:00,4827,21,0,0,User,0,0,0,3,0.000621375,3,8.482187582,0.210901387,1,0,1,2,23,25.44656275,0
73,214,248,5,2012-11-08 11:14:35+00:00,4839,87,1,0,User,4.304065093,0.339534884,115.3,253,0.052272727,41.33333333,8.48467,17.39431207,1,1,1,4,361,2104.19816,0.293172691
43,9,49,2,2015-10-09 16:41:18+00:00,3774,18,0,0,User,3.784189634,4.3,32.8,51,0.013509934,16.33333333,8.236155662,4.321092051,1,0,1,2,112,403.5716274,0.86
62,88,35,12,2010-07-22 17:37:19+00:00,5678,154,0,0,User,4.143134726,0.696629213,69.8,47,0.008276105,2.692307692,8.64453044,2.114016217,1,1,1,3,127,302.5585654,1.722222222
0,0,19,39,2013-11-27 12:58:52+00:00,4455,20,1,0,User,0,0,0,58,0.013016158,0.475,8.402006782,1.43879668,1,0,1,3,49,159.6381289,0
170,14,77,11,2013-08-01 17:44:00+00:00,4572,58,1,0,User,5.141663557,11.33333333,123.2,88,0.019243385,6.416666667,8.427924724,5.692728378,1,1,1,4,287,648.9502037,2.179487179
21,2,3,2,2011-12-04 08:52:30+00:00,5179,0,0,0,User,3.091042453,7,15.3,5,0.000965251,1,8.552560335,0.197510823,0,0,1,1,34,25.65768101,5.25
264,14,281,28,2009-11-19 12:48:35+00:00,5924,55,0,0,User,5.579729826,17.6,189,309,0.052151899,9.689655172,8.686935966,16.30863412,1,1,1,3,575,2441.029006,0.936170213
435,59,168,5,2013-03-06 02:24:04+00:00,4721,0,0,0,User,6.077642243,7.25,322.2,173,0.036637018,28,8.459987718,12.05662603,0,0,1,1,613,1421.277937,2.573964497
24,32,38,7,2016-11-24 10:23:21+00:00,3362,0,1,0,User,3.218875825,0.727272727,26.4,45,0.01338091,4.75,8.120588712,3.721491816,0,1,1,3,92,308.582371,0.615384615
30,14,33,6,2009-02-04 04:45:47+00:00,6212,14,1,0,User,3.433987204,2,25.2,39,0.006277161,4.714285714,8.73439915,1.831382089,1,0,1,3,93,288.235172,0.882352941
41,0,134,0,2012-11-27 15:36:23+00:00,4820,0,0,0,User,3.737669618,41,28.7,134,0.027795063,134,8.480736654,9.432979749,0,0,1,1,185,1136.418712,0.303703704
1,0,11,0,2023-09-25 05:45:07+00:00,866,68,1,0,User,0.693147181,1,0.7,11,0.012687428,11,6.765038977,3.261575955,1,0,1,3,42,74.41542874,0.083333333
556,12,74,1,2015-03-14 23:48:11+00:00,3982,0,0,0,User,6.32256524,42.76923077,392.8,75,0.018830028,37,8.289790583,6.213480561,0,1,0,1,640,613.4445032,7.413333333
1283,17,370,68,2011-01-07 01:30:55+00:00,5510,33,1,0,User,7.157735484,71.27777778,903.2,438,0.079477409,5.362318841,8.614501374,22.98723404,1,1,1,4,1693,3187.365508,3.458221024
52,0,259,8,2009-02-14 03:50:18+00:00,6202,0,0,0,User,3.970291914,52,36.4,267,0.043043689,28.77777778,8.732788325,14.39546216,0,1,1,2,331,2261.792176,0.2
65,7,58,46,2008-02-25 18:02:46+00:00,6556,0,1,0,User,4.189654742,8.125,47.6,104,0.015860912,1.234042553,8.78828846,3.058806531,0,0,1,2,143,509.7207307,1.101694915
68,127,3,2,2011-03-12 20:01:12+00:00,5445,25,1,0,User,4.234106505,0.53125,85.7,5,0.000918105,1,8.602636673,0.188468158,1,0,1,3,101,25.80791002,17
16,3,24,5,2009-07-16 16:03:23+00:00,6050,0,0,0,User,2.833213344,4,12.1,29,0.004792596,4,8.707978827,1.365549493,0,0,1,1,50,208.9914918,0.64
169,25,67,28,2008-02-27 23:55:26+00:00,6554,24,0,0,User,5.135798437,6.5,125.8,95,0.014492754,2.310344828,8.787983396,3.534470299,1,1,1,3,266,588.7948875,2.485294118
299,64,149,20,2008-05-12 20:01:33+00:00,6479,0,1,0,User,5.703782475,4.6,228.5,169,0.026080247,7.095238095,8.776475789,7.946376388,0,1,1,3,478,1307.694893,1.993333333
24,44,48,2,2009-04-30 18:37:21+00:00,6126,0,0,0,User,3.218875825,0.533333333,30,50,0.008160601,16,8.720460513,2.699121861,0,1,1,2,92,418.5821046,0.489795918
73,36,44,13,2009-01-14 06:39:27+00:00,6233,64,0,0,User,4.304065093,1.972972973,61.9,57,0.009143407,3.142857143,8.73777346,2.434070931,1,1,1,3,147,384.4620323,1.622222222
48,9,136,6,2008-11-02 13:05:21+00:00,6306,28,0,0,User,3.891820298,4.8,36.3,142,0.022514666,19.42857143,8.749415407,7.441163244,1,1,1,3,214,1189.920495,0.350364964
40,31,141,31,2009-10-06 22:01:40+00:00,5967,122,0,0,User,3.713572067,1.25,37.3,172,0.028820375,4.40625,8.694167142,8.12776374,1,0,1,2,201,1225.877567,0.281690141
122,11,292,17,2009-11-23 22:31:22+00:00,5919,70,0,0,User,4.812184355,10.16666667,88.7,309,0.052195946,16.22222222,8.686091728,16.96053469,1,0,1,2,434,2536.338785,0.416382253
38,14,56,9,2009-03-19 21:29:23+00:00,6168,0,0,0,User,3.663561646,2.533333333,30.8,65,0.010536554,5.6,8.727292029,3.128731058,0,1,1,2,114,488.7283536,0.666666667
17,10,74,19,2010-02-15 21:46:33+00:00,5835,0,0,0,User,2.890371758,1.545454545,14.9,93,0.015935572,3.7,8.67180091,4.356451613,0,1,1,2,111,641.7132673,0.226666667
1675,61,414,57,2009-05-11 19:46:11+00:00,6115,0,1,0,User,7.424165281,27.01612903,1190.8,471,0.077011118,7.137931034,8.718663567,23.31944444,0,1,1,3,2119,3609.526717,4.036144578
1154,0,92,55,2011-10-05 17:09:45+00:00,5239,74,1,0,User,7.051855623,1154,807.8,147,0.028053435,1.642857143,8.564076777,5.992148465,1,1,1,4,1286,787.8950635,12.40860215
247,185,105,22,2012-10-29 04:46:06+00:00,4849,155,1,0,User,5.513428746,1.327956989,228.4,127,0.026185567,4.565217391,8.486733984,7.350402762,1,0,1,3,382,891.1070683,2.330188679
85,15,129,5,2012-02-15 18:28:39+00:00,5105,0,0,0,User,4.454347296,5.3125,64,134,0.026243635,21.5,8.538171598,8.60786106,0,0,1,1,224,1101.424136,0.653846154
68,160,208,52,2012-01-24 12:26:16+00:00,5128,0,0,0,User,4.234106505,0.422360248,95.6,260,0.050692143,3.924528302,8.542665987,13.82122702,0,0,1,1,286,1776.874525,0.325358852
